ref_x,ref_y,ref_theta,ref_curve
456605.1412,4425378.2044,-1.5631,-0.0008
456605.1427,4425378.0010,-1.5633,-0.0007
456605.1442,4425377.7976,-1.5634,-0.0007
456605.1457,4425377.5942,-1.5636,-0.0007
456605.1471,4425377.3908,-1.5637,-0.0006
456605.1486,4425377.1874,-1.5638,-0.0006
456605.1500,4425376.9840,-1.5640,-0.0006
456605.1514,4425376.7806,-1.5641,-0.0005
456605.1527,4425376.5772,-1.5642,-0.0005
456605.1540,4425376.3738,-1.5643,-0.0005
456605.1554,4425376.1704,-1.5644,-0.0004
456605.1567,4425375.9669,-1.5645,-0.0004
456605.1579,4425375.7635,-1.5646,-0.0004
456605.1592,4425375.5601,-1.5646,-0.0004
456605.1604,4425375.3567,-1.5647,-0.0003
456605.1617,4425375.1533,-1.5648,-0.0003
456605.1629,4425374.9499,-1.5648,-0.0003
456605.1641,4425374.7465,-1.5649,-0.0002
456605.1653,4425374.5431,-1.5649,-0.0002
456605.1665,4425374.3397,-1.5649,-0.0002
456605.1677,4425374.1363,-1.5650,-0.0001
456605.1689,4425373.9328,-1.5650,-0.0001
456605.1701,4425373.7294,-1.5650,-0.0001
456605.1712,4425373.5260,-1.5650,-0.0001
456605.1724,4425373.3226,-1.5650,-0.0000
456605.1736,4425373.1192,-1.5650,0.0000
456605.1747,4425372.9157,-1.5650,0.0000
456605.1759,4425372.7123,-1.5650,0.0001
456605.1771,4425372.5089,-1.5650,0.0001
456605.1783,4425372.3055,-1.5650,0.0001
456605.1794,4425372.1021,-1.5650,0.0001
456605.1806,4425371.8986,-1.5650,0.0001
456605.1818,4425371.6952,-1.5649,0.0002
456605.1831,4425371.5017,-1.5649,0.0001
456605.1837,4425371.4000,-1.5649,0.0002
456605.1843,4425371.3107,-1.5648,0.0001
456605.1855,4425371.1098,-1.5648,0.0001
456605.1867,4425370.9088,-1.5648,0.0001
456605.1879,4425370.7079,-1.5648,0.0001
456605.1891,4425370.5069,-1.5647,0.0001
456605.1904,4425370.3060,-1.5647,0.0001
456605.1916,4425370.1051,-1.5647,0.0001
456605.1928,4425369.9041,-1.5647,0.0001
456605.1940,4425369.7032,-1.5647,0.0001
456605.1953,4425369.5022,-1.5646,0.0001
456605.1965,4425369.3013,-1.5646,0.0001
456605.1978,4425369.1004,-1.5646,0.0001
456605.1990,4425368.8994,-1.5646,0.0001
456605.2003,4425368.6985,-1.5646,0.0001
456605.2015,4425368.4975,-1.5646,0.0001
456605.2028,4425368.2966,-1.5645,0.0001
456605.2040,4425368.0957,-1.5645,0.0001
456605.2053,4425367.8947,-1.5645,0.0001
456605.2066,4425367.6938,-1.5645,0.0001
456605.2078,4425367.4928,-1.5645,0.0001
456605.2091,4425367.2919,-1.5645,0.0001
456605.2104,4425367.0910,-1.5645,0.0001
456605.2116,4425366.8900,-1.5644,0.0001
456605.2129,4425366.6891,-1.5644,0.0001
456605.2142,4425366.4881,-1.5644,0.0001
456605.2155,4425366.2872,-1.5644,0.0001
456605.2168,4425366.0863,-1.5644,0.0000
456605.2181,4425365.8853,-1.5644,0.0000
456605.2193,4425365.6844,-1.5644,0.0000
456605.2206,4425365.4834,-1.5644,0.0000
456605.2219,4425365.2825,-1.5644,0.0000
456605.2232,4425365.0816,-1.5644,0.0000
456605.2245,4425364.8806,-1.5643,0.0000
456605.2258,4425364.6797,-1.5643,0.0000
456605.2271,4425364.4787,-1.5643,0.0000
456605.2284,4425364.2778,-1.5643,0.0000
456605.2297,4425364.0769,-1.5643,0.0000
456605.2310,4425363.8759,-1.5643,0.0000
456605.2323,4425363.6750,-1.5643,0.0000
456605.2336,4425363.4740,-1.5643,0.0000
456605.2349,4425363.2731,-1.5643,0.0000
456605.2362,4425363.0722,-1.5643,0.0000
456605.2375,4425362.8712,-1.5643,0.0000
456605.2388,4425362.6703,-1.5643,0.0000
456605.2401,4425362.4693,-1.5643,0.0000
456605.2414,4425362.2684,-1.5643,0.0000
456605.2427,4425362.0675,-1.5643,-0.0000
456605.2441,4425361.8665,-1.5643,-0.0000
456605.2454,4425361.6656,-1.5643,-0.0000
456605.2468,4425361.0503,-1.5666,-0.0013
456605.2475,4425360.9498,-1.5666,-0.0013
456605.2474,4425360.3466,-1.5697,-0.0029
456605.2476,4425360.0606,-1.5706,-0.0032
456605.2475,4425359.7780,-1.5715,-0.0035
456605.2472,4425359.4989,-1.5726,-0.0039
456605.2466,4425359.2232,-1.5737,-0.0043
456605.2456,4425358.9509,-1.5749,-0.0047
456605.2443,4425358.6821,-1.5763,-0.0052
456605.2427,4425358.4167,-1.5777,-0.0058
456605.2407,4425358.1548,-1.5793,-0.0064
456605.2382,4425357.8965,-1.5810,-0.0070
456605.2354,4425357.6416,-1.5829,-0.0077
456605.2321,4425357.3903,-1.5849,-0.0085
456605.2283,4425357.1425,-1.5871,-0.0093
456605.2241,4425356.8983,-1.5895,-0.0102
456605.2192,4425356.6577,-1.5921,-0.0112
456605.2139,4425356.4207,-1.5949,-0.0122
456605.2079,4425356.1873,-1.5979,-0.0134
456605.2013,4425355.9575,-1.6011,-0.0146
456605.1941,4425355.7314,-1.6045,-0.0160
456605.1862,4425355.5090,-1.6082,-0.0175
456605.1776,4425355.2903,-1.6122,-0.0190
456605.1682,4425355.0754,-1.6165,-0.0208
456605.1580,4425354.8641,-1.6211,-0.0227
456605.1471,4425354.6567,-1.6260,-0.0247
456605.1353,4425354.4530,-1.6313,-0.0269
456605.1226,4425354.2532,-1.6369,-0.0294
456605.1091,4425354.0571,-1.6429,-0.0320
456605.0946,4425353.8650,-1.6494,-0.0349
456605.0791,4425353.6767,-1.6563,-0.0380
456605.0626,4425353.4923,-1.6636,-0.0415
456605.0451,4425353.3118,-1.6715,-0.0452
456605.0266,4425353.1353,-1.6799,-0.0493
456605.0069,4425352.9628,-1.6888,-0.0539
456604.9861,4425352.7942,-1.6984,-0.0588
456604.9642,4425352.6296,-1.7086,-0.0643
456604.9410,4425352.4691,-1.7195,-0.0703
456604.9167,4425352.3126,-1.7311,-0.0769
456604.8910,4425352.1602,-1.7436,-0.0842
456604.8642,4425352.0119,-1.7569,-0.0923
456604.8360,4425351.8676,-1.7711,-0.1012
456604.8064,4425351.7276,-1.7863,-0.1111
456604.7755,4425351.5916,-1.8025,-0.1220
456604.7433,4425351.4598,-1.8199,-0.1341
456604.7096,4425351.3323,-1.8384,-0.1476
456604.6744,4425351.2089,-1.8583,-0.1625
456604.6378,4425351.0897,-1.8796,-0.1790
456604.5998,4425350.9748,-1.9023,-0.1973
456604.5602,4425350.8641,-1.9267,-0.2176
456604.5191,4425350.7577,-1.9527,-0.2399
456604.4764,4425350.6555,-1.9806,-0.2646
456604.4457,4425350.7070,-2.0833,-0.3671
456604.3407,4425350.6935,-2.2437,-0.4250
456604.2755,4425350.6152,-2.2864,-0.4130
456604.2064,4425350.5390,-2.3282,-0.3993
456604.1333,4425350.4648,-2.3690,-0.3841
456604.0563,4425350.3927,-2.4086,-0.3678
456603.9755,4425350.3227,-2.4471,-0.3508
456603.8907,4425350.2548,-2.4842,-0.3333
456603.8021,4425350.1889,-2.5201,-0.3155
456603.7096,4425350.1251,-2.5545,-0.2978
456603.6133,4425350.0633,-2.5876,-0.2803
456603.5131,4425350.0035,-2.6193,-0.2632
456603.4091,4425349.9457,-2.6496,-0.2466
456603.3012,4425349.8899,-2.6786,-0.2306
456603.1896,4425349.8362,-2.7062,-0.2153
456603.0742,4425349.7843,-2.7325,-0.2008
456602.9550,4425349.7344,-2.7576,-0.1869
456602.8320,4425349.6865,-2.7814,-0.1738
456602.7053,4425349.6404,-2.8039,-0.1614
456602.5749,4425349.5962,-2.8253,-0.1496
456602.4408,4425349.5538,-2.8456,-0.1386
456602.3030,4425349.5133,-2.8648,-0.1283
456602.1615,4425349.4745,-2.8829,-0.1187
456602.0163,4425349.4374,-2.9000,-0.1097
456601.8676,4425349.4020,-2.9161,-0.1013
456601.7152,4425349.3683,-2.9313,-0.0934
456601.5591,4425349.3362,-2.9456,-0.0862
456601.3996,4425349.3056,-2.9590,-0.0794
456601.2364,4425349.2766,-2.9717,-0.0731
456601.0697,4425349.2490,-2.9835,-0.0673
456600.8995,4425349.2228,-2.9946,-0.0618
456600.7257,4425349.1980,-3.0050,-0.0568
456600.5485,4425349.1746,-3.0147,-0.0521
456600.3678,4425349.1524,-3.0238,-0.0478
456600.1837,4425349.1314,-3.0323,-0.0438
456599.9961,4425349.1116,-3.0402,-0.0400
456599.8051,4425349.0929,-3.0476,-0.0366
456599.6107,4425349.0752,-3.0544,-0.0334
456599.4129,4425349.0586,-3.0607,-0.0304
456599.2118,4425349.0429,-3.0666,-0.0277
456599.0073,4425349.0281,-3.0720,-0.0252
456598.7995,4425349.0141,-3.0770,-0.0229
456598.5884,4425349.0010,-3.0816,-0.0208
456598.3740,4425348.9886,-3.0859,-0.0188
456598.1563,4425348.9768,-3.0898,-0.0170
456597.9353,4425348.9658,-3.0934,-0.0153
456597.7111,4425348.9553,-3.0966,-0.0138
456597.4837,4425348.9455,-3.0996,-0.0125
456597.2530,4425348.9361,-3.1023,-0.0112
456597.0191,4425348.9272,-3.1048,-0.0101
456596.7070,4425348.9129,-3.1089,-0.0150
456596.1296,4425348.8942,-3.1221,-0.0250
456595.8845,4425348.8902,-3.1285,-0.0274
456595.6433,4425348.8879,-3.1354,-0.0301
456595.4062,4425348.8873,3.1403,-0.0330
456595.1730,4425348.8885,3.1322,-0.0362
456594.9439,4425348.8916,3.1235,-0.0397
456594.7187,4425348.8967,3.1142,-0.0436
456594.4977,4425348.9039,3.1041,-0.0478
456594.2806,4425348.9132,3.0932,-0.0524
456594.0677,4425348.9248,3.0815,-0.0574
456593.8588,4425348.9386,3.0689,-0.0628
456593.6539,4425348.9549,3.0554,-0.0686
456593.4532,4425348.9737,3.0410,-0.0750
456593.2565,4425348.9951,3.0255,-0.0818
456593.0639,4425349.0191,3.0089,-0.0892
456592.8755,4425349.0460,2.9912,-0.0971
456592.6912,4425349.0757,2.9723,-0.1055
456592.5110,4425349.1083,2.9521,-0.1144
456592.3349,4425349.1440,2.9308,-0.1237
456592.1630,4425349.1828,2.9081,-0.1336
456591.9953,4425349.2248,2.8841,-0.1439
456591.8317,4425349.2701,2.8588,-0.1546
456591.6723,4425349.3187,2.8321,-0.1656
456591.5170,4425349.3707,2.8041,-0.1770
456591.3660,4425349.4262,2.7747,-0.1885
456591.2191,4425349.4852,2.7439,-0.2001
456591.0764,4425349.5478,2.7119,-0.2116
456590.9380,4425349.6141,2.6785,-0.2229
456590.8037,4425349.6840,2.6439,-0.2338
456590.6736,4425349.7577,2.6082,-0.2442
456590.5478,4425349.8352,2.5714,-0.2537
456590.4261,4425349.9164,2.5336,-0.2623
456590.3087,4425350.0016,2.4950,-0.2697
456590.1954,4425350.0906,2.4557,-0.2759
456590.0864,4425350.1835,2.4159,-0.2805
456589.9816,4425350.2803,2.3756,-0.2836
456589.8810,4425350.3810,2.3351,-0.2851
456589.7846,4425350.4857,2.2945,-0.2851
456589.6925,4425350.5944,2.2539,-0.2836
456589.6045,4425350.7071,2.2136,-0.2806
456589.5208,4425350.8237,2.1736,-0.2762
456589.4412,4425350.9443,2.1341,-0.2705
456589.3659,4425351.0689,2.0952,-0.2636
456589.2948,4425351.1974,2.0571,-0.2558
456589.2279,4425351.3300,2.0197,-0.2473
456589.1652,4425351.4665,1.9832,-0.2381
456589.1067,4425351.6071,1.9477,-0.2285
456589.0523,4425351.7516,1.9132,-0.2186
456589.0022,4425351.9001,1.8797,-0.2085
456589.0515,4425351.8700,1.8546,-0.1788
456589.0190,4425351.9859,1.8340,-0.1646
456588.9881,4425352.1051,1.8145,-0.1515
456588.9588,4425352.2278,1.7962,-0.1393
456588.9311,4425352.3539,1.7790,-0.1281
456588.9048,4425352.4834,1.7627,-0.1177
456588.8801,4425352.6163,1.7475,-0.1082
456588.8568,4425352.7525,1.7332,-0.0993
456588.8349,4425352.8921,1.7197,-0.0912
456588.8144,4425353.0350,1.7071,-0.0837
456588.7952,4425353.1812,1.6953,-0.0767
456588.7774,4425353.3307,1.6842,-0.0704
456588.7608,4425353.4836,1.6738,-0.0645
456588.7454,4425353.6397,1.6642,-0.0590
456588.7312,4425353.7990,1.6551,-0.0540
456588.7182,4425353.9617,1.6467,-0.0494
456588.7062,4425354.1275,1.6389,-0.0451
456588.6953,4425354.2966,1.6316,-0.0411
456588.6854,4425354.4688,1.6248,-0.0375
456588.6765,4425354.6443,1.6185,-0.0341
456588.6685,4425354.8229,1.6127,-0.0309
456588.6614,4425355.0046,1.6073,-0.0280
456588.6551,4425355.1895,1.6024,-0.0253
456588.6496,4425355.3775,1.5979,-0.0229
456588.6448,4425355.5686,1.5937,-0.0205
456588.6407,4425355.7627,1.5900,-0.0184
456588.6373,4425355.9599,1.5865,-0.0164
456588.6345,4425356.1602,1.5834,-0.0146
456588.6322,4425356.3635,1.5806,-0.0129
456588.6304,4425356.5698,1.5782,-0.0113
456588.6291,4425356.7790,1.5760,-0.0098
456588.6282,4425356.9913,1.5740,-0.0084
456588.6277,4425357.2065,1.5723,-0.0072
456588.6275,4425357.4246,1.5709,-0.0060
456588.6276,4425357.6457,1.5697,-0.0049
456588.6280,4425357.8697,1.5687,-0.0039
456588.6286,4425358.0966,1.5679,-0.0030
456588.6293,4425358.3263,1.5673,-0.0022
456588.6302,4425358.5590,1.5669,-0.0014
456588.6311,4425358.7944,1.5667,-0.0007
456588.6321,4425359.0327,1.5666,-0.0000
456588.6331,4425359.2738,1.5667,0.0006
456588.6341,4425359.5178,1.5669,0.0011
456588.6350,4425359.7645,1.5672,0.0016
456588.6359,4425360.0140,1.5676,0.0020
456588.6366,4425360.2662,1.5682,0.0024
456588.6372,4425360.5213,1.5689,0.0027
456588.6376,4425360.7790,1.5696,0.0030
456588.6362,4425360.7861,1.5706,0.0028
456588.6344,4425360.9671,1.5717,0.0022
456588.6342,4425361.1844,1.5722,0.0022
456588.6338,4425361.4017,1.5726,0.0021
456588.6334,4425361.6190,1.5731,0.0021
456588.6328,4425361.8363,1.5735,0.0021
456588.6322,4425362.0536,1.5740,0.0020
456588.6315,4425362.2709,1.5744,0.0020
456588.6306,4425362.4882,1.5748,0.0019
456588.6297,4425362.7055,1.5752,0.0019
456588.6287,4425362.9228,1.5756,0.0018
456588.6276,4425363.1401,1.5760,0.0018
456588.6264,4425363.3575,1.5764,0.0017
456588.6251,4425363.5748,1.5768,0.0017
456588.6238,4425363.7921,1.5772,0.0016
456588.6224,4425364.0095,1.5775,0.0016
456588.6209,4425364.2268,1.5778,0.0015
456588.6193,4425364.4441,1.5782,0.0015
456588.6177,4425364.6615,1.5785,0.0014
456588.6160,4425364.8788,1.5788,0.0013
456588.6142,4425365.0962,1.5791,0.0013
456588.6124,4425365.3135,1.5793,0.0012
456588.6105,4425365.5309,1.5796,0.0012
456588.6086,4425365.7482,1.5798,0.0011
456588.6066,4425365.9656,1.5801,0.0010
456588.6045,4425366.1830,1.5803,0.0010
456588.6024,4425366.4004,1.5805,0.0009
456588.6003,4425366.6177,1.5807,0.0009
456588.5981,4425366.8351,1.5809,0.0008
456588.5959,4425367.0525,1.5811,0.0007
456588.5937,4425367.2699,1.5812,0.0007
456588.5914,4425367.4873,1.5814,0.0006
456588.5891,4425367.7047,1.5815,0.0006
456588.5867,4425367.9221,1.5816,0.0005
456588.5844,4425368.1395,1.5817,0.0005
456588.5820,4425368.3569,1.5818,0.0004
456588.5796,4425368.5743,1.5819,0.0003
456588.5772,4425368.7917,1.5820,0.0003
456588.5747,4425369.0091,1.5820,0.0002
456588.5723,4425369.2265,1.5821,0.0002
456588.5699,4425369.4440,1.5821,0.0001
456588.5674,4425369.6614,1.5821,0.0001
456588.5649,4425369.8788,1.5821,0.0000
456588.5625,4425370.0962,1.5821,-0.0000
456588.5600,4425370.3137,1.5821,-0.0001
456588.5575,4425370.5311,1.5821,-0.0001
456588.5551,4425370.7486,1.5821,-0.0001
456588.5526,4425370.9660,1.5820,-0.0002
456588.5502,4425371.1835,1.5820,-0.0002
456588.5478,4425371.4009,1.5820,-0.0002
456588.5473,4425371.4578,1.5819,-0.0002
456588.5448,4425371.7061,1.5818,-0.0002
456588.5425,4425371.9106,1.5817,-0.0002
456588.5403,4425372.1151,1.5817,-0.0002
456588.5381,4425372.3195,1.5817,-0.0002
456588.5358,4425372.5240,1.5817,-0.0001
456588.5336,4425372.7285,1.5816,-0.0001
456588.5314,4425372.9330,1.5816,-0.0001
456588.5292,4425373.1374,1.5816,-0.0001
456588.5270,4425373.3419,1.5815,-0.0001
456588.5248,4425373.5464,1.5815,-0.0001
456588.5226,4425373.7509,1.5815,-0.0001
456588.5204,4425373.9554,1.5815,-0.0001
456588.5183,4425374.1598,1.5814,-0.0001
456588.5161,4425374.3643,1.5814,-0.0001
456588.5139,4425374.5688,1.5814,-0.0001
456588.5118,4425374.7733,1.5814,-0.0001
456588.5096,4425374.9777,1.5813,-0.0001
456588.5075,4425375.1822,1.5813,-0.0001
456588.5053,4425375.3867,1.5813,-0.0001
456588.5032,4425375.5912,1.5813,-0.0001
456588.5010,4425375.7956,1.5812,-0.0001
456588.4989,4425376.0001,1.5812,-0.0001
456588.4968,4425376.2046,1.5812,-0.0001
456588.4946,4425376.4091,1.5812,-0.0001
456588.4925,4425376.6135,1.5812,-0.0001
456588.4904,4425376.8180,1.5812,-0.0001
456588.4883,4425377.0225,1.5811,-0.0001
456588.4862,4425377.2270,1.5811,-0.0001
456588.4840,4425377.4314,1.5811,-0.0001
456588.4819,4425377.6359,1.5811,-0.0001
456588.4798,4425377.8404,1.5811,-0.0001
456588.4777,4425378.0449,1.5811,-0.0001
456588.4756,4425378.2494,1.5811,-0.0000
456588.4735,4425378.4538,1.5811,-0.0000
456588.4714,4425378.6583,1.5810,-0.0000
456588.4693,4425378.8628,1.5810,-0.0000
456588.4672,4425379.0673,1.5810,-0.0000
456588.4652,4425379.2717,1.5810,-0.0000
456588.4631,4425379.4762,1.5810,-0.0000
456588.4610,4425379.6807,1.5810,-0.0000
456588.4589,4425379.8852,1.5810,-0.0000
456588.4568,4425380.0896,1.5810,-0.0000
456588.4547,4425380.2941,1.5810,-0.0000
456588.4526,4425380.4986,1.5810,-0.0000
456588.4505,4425380.7031,1.5810,-0.0000
456588.4484,4425380.9076,1.5810,-0.0000
456588.4464,4425381.1120,1.5810,-0.0000
456588.4443,4425381.3165,1.5810,0.0000
456588.4422,4425381.5210,1.5810,0.0000
456588.4401,4425381.7255,1.5810,0.0000
456588.4380,4425381.9299,1.5810,0.0000
456588.4359,4425382.1344,1.5810,0.0000
456588.4338,4425382.3389,1.5810,0.0000
456588.4318,4425382.5434,1.5810,0.0000
456588.4297,4425382.7479,1.5810,0.0000
456588.4276,4425382.9523,1.5810,0.0000
456588.4255,4425383.1568,1.5810,0.0000
456588.4234,4425383.3613,1.5810,0.0000
456588.4213,4425383.5658,1.5810,0.0000
456588.4192,4425383.7702,1.5810,0.0000
456588.4171,4425383.9747,1.5810,0.0000
456588.4150,4425384.1792,1.5811,0.0000
456588.4129,4425384.3837,1.5811,0.0000
456588.4108,4425384.5881,1.5811,0.0000
456588.4087,4425384.7926,1.5811,0.0000
